"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"UHM102.10840__k141_51827_1",228.796896143643,2.0285033509243,0.59922104109554,3.38523384829017,0.000711176394731002,0.0738637548718221
"UHM102.35765__k141_52422_32",424.441715409128,2.36657070423242,0.82436805195222,2.87076955326938,0.00409473917214465,0.0973151039704629
"UHM102.35765__k141_81533_62",468.965467312219,2.44388540643953,0.793772347112899,3.07882406754078,0.00207819367879717,0.096710147586138
"UHM102.35765__k141_133926_162",446.55375297738,2.41328236730961,0.791894530268786,3.04747952544955,0.0023076924659483,0.096710147586138
"UHM102.35765__k141_10226_46",313.967307453039,2.3332694372796,0.76107315957361,3.06576234876922,0.00217115810050929,0.096710147586138
"UHM102.35765__k141_1625_4",850.821481633864,2.46050025421214,0.619868459440594,3.96939095180394,7.20565738024812e-05,0.0191306612586428
"UHM102.35765__k141_110662_189",452.945618897998,2.44006083326112,0.74370957543404,3.28093238793795,0.00103464543046982,0.0860542283919007
"UHM102.35765__k141_139535_60",730.786657223364,2.28789149988702,1.16407903505681,1.9654090753171,0.04936690995052,0.427385694270654
"UHM102.35765__k141_72827_12",1789.29919807249,2.44435482287984,0.889046712241367,2.74941101431825,0.00597024710552844,0.103225081607789
"UHM102.35765__k141_148405_88",1190.73773106786,3.44557806322138,1.04700839105626,3.29087913015229,0.000998748166969681,0.0857391228824271
"UHM102.35765__k141_148405_216",556.094839315458,2.85749299032422,0.876323436000676,3.26077435902561,0.00111108419022025,0.0878742204726919
"UHM102.35765__k141_58495_120",345.919411468112,2.38525727248459,0.788357657307026,3.02560297395026,0.00248137894303916,0.096710147586138
"UHM102.35765__k141_59197_6",411.70188363908,2.7202890504797,0.685580721053158,3.96786106572676,7.25205891918108e-05,0.0191901005452794
"UHM102.35765__k141_25837_216",480.143235039041,2.47350496746967,0.783096813001001,3.15861963221463,0.00158518233674234,0.0949510518431773
"UHM102.35765__k141_69425_94",654.334669700852,3.38344459550736,1.14410482634678,2.95728548433012,0.00310360618888449,0.096710147586138
"UHM102.35765__k141_69425_222",804.761669309239,3.39022651516083,1.07443538794582,3.15535634175499,0.00160302187705685,0.0949510518431773
"UHM102.35765__k141_149437_259",204.329538640124,2.37106249700599,0.697675337037585,3.39851843849578,0.000677518958597523,0.0727696679208633
"UHM102.35765__k141_45535_7",355.364170102143,2.3378329755878,0.662695676583774,3.52776252840434,0.000419087949795469,0.0587257803189751
"UHM102.35765__k141_52000_453",1090.25680105214,2.1295332287936,0.995828051818391,2.13845475120434,0.032479852848069,0.30753067445234
"UHM102.35765__k141_150784_167",471.375343653848,3.51585580261116,1.08500751820529,3.2403976411396,0.00119363118093944,0.0893018945853723
"UHM102.35765__k141_150784_199",650.453550058796,3.37510255595397,1.11035098419819,3.03967178305443,0.00236836095212894,0.096710147586138
"UHM102.35765__k141_85146_2",568.997229552187,2.47912159846736,0.789438721977132,3.1403597637806,0.00168740473598163,0.0957117881927136
"UHM102.35765__k141_13700_5",762.047092154039,3.02877935714166,0.909876254505303,3.32878162513253,0.000872267676020105,0.080772188947243
"UHM102.35765__k141_18345_48",482.107334360544,3.29447382384001,1.17821330180179,2.79616077903883,0.00517136669737951,0.0998745960198335
"UHM102.35766__k141_118650_4",604.379142135484,2.75364911988272,0.858237807329156,3.20849197782617,0.00133433031589555,0.0929657130466233
"UHM102.35766__k141_102653_15",517.621746299147,2.65841257600456,0.810391084129935,3.28040698875498,0.0010365743697958,0.0860542283919007
"UHM102.35766__k141_65176_2",469.087741907416,2.64126660203445,0.875488269334331,3.01690690161127,0.00255368228166442,0.096710147586138
"UHM102.35766__k141_37989_21",1293.20013869698,2.43652893518962,0.804792405524439,3.02752476099954,0.00246565513077413,0.096710147586138
"UHM102.35766__k141_102764_283",213.318438528414,2.60468872351534,1.09804282211912,2.37211943928428,0.0176863723483822,0.189234001854146
"UHM102.35766__k141_140660_5",535.458672732632,2.88367523197681,0.817262346845283,3.52845722442505,0.000417989495948766,0.0587257803189751
"UHM102.35766__k141_102851_55",387.692833282339,2.36214653259718,0.766186391516673,3.08299202224316,0.00204930648663919,0.096710147586138
"UHM102.35766__k141_162765_165",538.710037937007,2.37458065074339,0.727334118660579,3.26477280498858,0.00109551910304749,0.0875569031087132
"UHM102.35766__k141_162765_293",255.55767712627,2.31541836991191,0.829101777704556,2.7926829156275,0.00522729042582729,0.100124962051187
"UHM102.35766__k141_152338_6",310.436892208,2.45086006536176,1.14294504497424,2.14433762685151,0.0320058440060495,0.303802710286191
"UHM102.35766__k141_120935_44",2596.09428456839,3.33687375661876,0.703635522913909,4.74233271054883,2.11271272961214e-06,0.00102948368947698
